from_external_ref,from_type,to_external_ref,to_type,edge_type,verified,weight_base
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KB_FINANCIAL,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:KB_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KCC,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:KCC,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KDB,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:KDB,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KIA,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:KIA,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREAN_AIR,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:KOREAN_AIR,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:KOREA_INVESTMENT,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:KOREA_INVESTMENT,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_CHEM,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LG_CHEM,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ELECTRONICS,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LG_ELECTRONICS,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_ENERGY_SOLUTION,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LG_ENERGY_SOLUTION,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_HNH,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:LG_HNH,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_INNOTEK,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:LG_INNOTEK,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LOTTE,org,same_city,false,0.14
KR:COMPANY:LOTTE,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LOTTE_CHEMICAL,org,same_city,false,0.14
KR:COMPANY:LOTTE_CHEMICAL,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:LOTTE_SHOPPING,org,same_city,false,0.14
KR:COMPANY:LOTTE_SHOPPING,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:MERITZ_FINANCIAL,org,same_city,false,0.14
KR:COMPANY:MERITZ_FINANCIAL,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:MIRAE_ASSET,org,same_city,false,0.14
KR:COMPANY:MIRAE_ASSET,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:NETMARBLE,org,same_city,false,0.14
KR:COMPANY:NETMARBLE,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:NH_INVESTMENT_SECURITIES,org,same_city,false,0.14
KR:COMPANY:NH_INVESTMENT_SECURITIES,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:ORION,org,same_city,false,0.14
KR:COMPANY:ORION,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:SAMSUNG_CT,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_CT,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:SAMSUNG_FIRE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_FIRE,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
KR:COMPANY:LG_UPLUS,org,KR:COMPANY:SAMSUNG_LIFE,org,same_city,false,0.14
KR:COMPANY:SAMSUNG_LIFE,org,KR:COMPANY:LG_UPLUS,org,same_city,false,0.14
